user_idx,movie_idx,rating_scaled
354,1456,0.4444444444444445
3498,2620,0.6666666666666665
2352,1057,0.6666666666666665
404,1852,0.6666666666666665
545,2017,0.4444444444444445
3376,1947,0.4444444444444445
1923,922,0.8888888888888888
1399,2664,0.0
193,336,0.7777777777777777
1268,848,0.5555555555555556
323,2434,0.6666666666666665
1163,1882,0.4444444444444445
3253,1337,0.2222222222222222
779,2312,0.5555555555555556
983,635,0.8888888888888888
230,2357,0.6666666666666665
3498,859,0.5555555555555556
968,2157,0.4444444444444445
1452,1671,0.4444444444444445
443,492,0.6666666666666665
2243,262,0.5555555555555556
2581,804,0.4444444444444445
193,492,0.6666666666666665
1663,79,0.4444444444444445
1567,641,0.2222222222222222
1711,162,0.6666666666666665
692,631,0.6666666666666665
1963,14,0.8888888888888888
1786,2470,0.4444444444444445
2521,1511,0.4444444444444445
3346,1973,0.7777777777777777
571,1834,0.3333333333333333
1281,849,0.4444444444444445
1368,221,0.0
6,686,0.5555555555555556
1800,441,0.4444444444444445
1399,2263,0.4444444444444445
73,1456,0.0
3392,1867,0.3333333333333333
2325,617,0.5555555555555556
826,1956,0.7777777777777777
1663,0,0.1111111111111111
998,2335,0.2222222222222222
2342,1052,0.7777777777777777
998,2385,0.4444444444444445
2580,1124,0.4444444444444445
895,1742,0.8888888888888888
350,2384,1.0
765,1972,0.3333333333333333
61,2048,0.7777777777777777
306,63,0.3333333333333333
280,1510,0.8888888888888888
167,573,0.2222222222222222
3369,1985,0.0
183,1845,0.4444444444444445
1395,2678,0.5555555555555556
682,1728,0.8888888888888888
1452,1912,0.2222222222222222
733,445,0.7777777777777777
82,467,0.6666666666666665
170,2650,0.6666666666666665
2258,1032,0.3333333333333333
3419,19,0.0
61,2012,0.7777777777777777
1218,432,1.0
183,1412,0.6666666666666665
1541,1584,0.6666666666666665
423,833,0.2222222222222222
226,1823,0.3333333333333333
873,1510,0.8888888888888888
3412,1498,0.3333333333333333
600,2508,0.5555555555555556
588,440,0.5555555555555556
3419,743,0.6666666666666665
181,1699,1.0
555,1795,0.5555555555555556
183,344,0.5555555555555556
149,1383,0.3333333333333333
306,221,0.1111111111111111
183,1427,0.6666666666666665
1356,350,0.5555555555555556
61,1794,0.4444444444444445
1711,1725,0.7777777777777777
1442,2472,0.7777777777777777
3346,2108,0.7777777777777777
353,2674,0.4444444444444445
183,268,0.6666666666666665
62,2078,0.6666666666666665
1399,1954,1.0
329,1444,0.8888888888888888
1075,2433,0.4444444444444445
414,2328,0.1111111111111111
671,2380,0.7777777777777777
545,1854,0.6666666666666665
545,2284,0.5555555555555556
48,472,0.7777777777777777
306,2674,0.6666666666666665
600,2312,0.5555555555555556
1688,2593,0.6666666666666665
2832,270,0.4444444444444445
1387,791,1.0
968,1754,0.2222222222222222
546,1954,1.0
968,2096,0.7777777777777777
